Date,Agent Name,District,Area,Province,NLB Sales Ticket,DLB Sales Ticket,Total Sales Ticket,NLB LKR,DLB LKR,Total LKR
12/30/2024,Nimal Abesekara,Hambantota,Hambantota,Southern,8119,2694,10813,324760,107760,432520
12/31/2024,Nimal Abesekara,Hambantota,Hambantota,Southern,6374,1253,7627,254960,50120,305080
1/1/2025,Nimal Abesekara,Hambantota,Hambantota,Southern,7880,8981,16861,315200,359240,674440
1/2/2025,Nimal Abesekara,Hambantota,Hambantota,Southern,4328,4128,8456,173120,165120,338240
1/3/2025,Nimal Abesekara,Hambantota,Hambantota,Southern,786,8221,9007,31440,328840,360280
1/4/2025,Nimal Abesekara,Hambantota,Hambantota,Southern,4347,9777,14124,173880,391080,564960
1/5/2025,Nimal Abesekara,Hambantota,Hambantota,Southern,282,8943,9225,11280,357720,369000
1/6/2025,Nimal Abesekara,Hambantota,Hambantota,Southern,1944,3469,5413,77760,138760,216520
1/7/2025,Nimal Abesekara,Hambantota,Hambantota,Southern,8090,3115,11205,323600,124600,448200
1/8/2025,Nimal Abesekara,Hambantota,Hambantota,Southern,6466,4031,10497,258640,161240,419880
1/9/2025,Nimal Abesekara,Hambantota,Hambantota,Southern,8763,104,8867,350520,4160,354680
1/10/2025,Nimal Abesekara,Hambantota,Hambantota,Southern,3187,1266,4453,127480,50640,178120
1/11/2025,Nimal Abesekara,Hambantota,Hambantota,Southern,7126,3905,11031,285040,156200,441240
1/12/2025,Nimal Abesekara,Hambantota,Hambantota,Southern,128,824,952,5120,32960,38080
1/13/2025,Nimal Abesekara,Hambantota,Hambantota,Southern,920,5360,6280,36800,214400,251200
1/14/2025,Nimal Abesekara,Hambantota,Hambantota,Southern,1266,964,2230,50640,38560,89200
1/15/2025,Nimal Abesekara,Hambantota,Hambantota,Southern,7680,5267,12947,307200,210680,517880
1/16/2025,Nimal Abesekara,Hambantota,Hambantota,Southern,3478,8377,11855,139120,335080,474200
1/17/2025,Nimal Abesekara,Hambantota,Hambantota,Southern,8303,8533,16836,332120,341320,673440
1/18/2025,Nimal Abesekara,Hambantota,Hambantota,Southern,6775,6855,13630,271000,274200,545200
1/19/2025,Nimal Abesekara,Hambantota,Hambantota,Southern,4371,6878,11249,174840,275120,449960
1/20/2025,Nimal Abesekara,Hambantota,Hambantota,Southern,3313,6092,9405,132520,243680,376200
1/21/2025,Nimal Abesekara,Hambantota,Hambantota,Southern,2427,4368,6795,97080,174720,271800
1/22/2025,Nimal Abesekara,Hambantota,Hambantota,Southern,9601,4862,14463,384040,194480,578520
1/23/2025,Nimal Abesekara,Hambantota,Hambantota,Southern,8868,5104,13972,354720,204160,558880
1/24/2025,Nimal Abesekara,Hambantota,Hambantota,Southern,6225,2028,8253,249000,81120,330120
1/25/2025,Nimal Abesekara,Hambantota,Hambantota,Southern,1468,3773,5241,58720,150920,209640
1/26/2025,Nimal Abesekara,Hambantota,Hambantota,Southern,3374,8574,11948,134960,342960,477920
1/27/2025,Nimal Abesekara,Hambantota,Hambantota,Southern,7911,6656,14567,316440,266240,582680
1/28/2025,Nimal Abesekara,Hambantota,Hambantota,Southern,4928,4364,9292,197120,174560,371680
1/29/2025,Nimal Abesekara,Hambantota,Hambantota,Southern,6135,9519,15654,245400,380760,626160
1/30/2025,Nimal Abesekara,Hambantota,Hambantota,Southern,767,8110,8877,30680,324400,355080
1/31/2025,Nimal Abesekara,Hambantota,Hambantota,Southern,5212,4807,10019,208480,192280,400760
2/1/2025,Nimal Abesekara,Hambantota,Hambantota,Southern,8841,1630,10471,353640,65200,418840
2/2/2025,Nimal Abesekara,Hambantota,Hambantota,Southern,3242,17,3259,129680,680,130360
2/3/2025,Nimal Abesekara,Hambantota,Hambantota,Southern,4225,6485,10710,169000,259400,428400
2/4/2025,Nimal Abesekara,Hambantota,Hambantota,Southern,2156,7818,9974,86240,312720,398960
2/5/2025,Nimal Abesekara,Hambantota,Hambantota,Southern,982,9372,10354,39280,374880,414160
2/6/2025,Nimal Abesekara,Hambantota,Hambantota,Southern,2988,3517,6505,119520,140680,260200
2/7/2025,Nimal Abesekara,Hambantota,Hambantota,Southern,638,692,1330,25520,27680,53200
2/8/2025,Nimal Abesekara,Hambantota,Hambantota,Southern,6298,5006,11304,251920,200240,452160
2/9/2025,Nimal Abesekara,Hambantota,Hambantota,Southern,2840,9986,12826,113600,399440,513040
2/10/2025,Nimal Abesekara,Hambantota,Hambantota,Southern,2620,4089,6709,104800,163560,268360
2/11/2025,Nimal Abesekara,Hambantota,Hambantota,Southern,4212,6173,10385,168480,246920,415400
2/12/2025,Nimal Abesekara,Hambantota,Hambantota,Southern,1474,191,1665,58960,7640,66600
2/13/2025,Nimal Abesekara,Hambantota,Hambantota,Southern,8934,1548,10482,357360,61920,419280
2/14/2025,Nimal Abesekara,Hambantota,Hambantota,Southern,5531,9709,15240,221240,388360,609600
2/15/2025,Nimal Abesekara,Hambantota,Hambantota,Southern,5424,6833,12257,216960,273320,490280
2/16/2025,Nimal Abesekara,Hambantota,Hambantota,Southern,7801,3399,11200,312040,135960,448000
2/17/2025,Nimal Abesekara,Hambantota,Hambantota,Southern,6920,5248,12168,276800,209920,486720
2/18/2025,Nimal Abesekara,Hambantota,Hambantota,Southern,573,6576,7149,22920,263040,285960
2/19/2025,Nimal Abesekara,Hambantota,Hambantota,Southern,279,1313,1592,11160,52520,63680
2/20/2025,Nimal Abesekara,Hambantota,Hambantota,Southern,2736,6798,9534,109440,271920,381360
2/21/2025,Nimal Abesekara,Hambantota,Hambantota,Southern,1983,4220,6203,79320,168800,248120
2/22/2025,Nimal Abesekara,Hambantota,Hambantota,Southern,3428,6398,9826,137120,255920,393040
2/23/2025,Nimal Abesekara,Hambantota,Hambantota,Southern,6853,3838,10691,274120,153520,427640
2/24/2025,Nimal Abesekara,Hambantota,Hambantota,Southern,5691,6913,12604,227640,276520,504160
2/25/2025,Nimal Abesekara,Hambantota,Hambantota,Southern,4241,6528,10769,169640,261120,430760
2/26/2025,Nimal Abesekara,Hambantota,Hambantota,Southern,6091,7990,14081,243640,319600,563240
2/27/2025,Nimal Abesekara,Hambantota,Hambantota,Southern,6066,8976,15042,242640,359040,601680
2/28/2025,Nimal Abesekara,Hambantota,Hambantota,Southern,2039,9437,11476,81560,377480,459040
3/1/2025,Nimal Abesekara,Hambantota,Hambantota,Southern,6226,1526,7752,249040,61040,310080
3/2/2025,Nimal Abesekara,Hambantota,Hambantota,Southern,6371,3825,10196,254840,153000,407840
3/3/2025,Nimal Abesekara,Hambantota,Hambantota,Southern,2413,434,2847,96520,17360,113880
3/4/2025,Nimal Abesekara,Hambantota,Hambantota,Southern,1585,9432,11017,63400,377280,440680
3/5/2025,Nimal Abesekara,Hambantota,Hambantota,Southern,6953,652,7605,278120,26080,304200
3/6/2025,Nimal Abesekara,Hambantota,Hambantota,Southern,7570,2554,10124,302800,102160,404960
3/7/2025,Nimal Abesekara,Hambantota,Hambantota,Southern,2925,4580,7505,117000,183200,300200
3/8/2025,Nimal Abesekara,Hambantota,Hambantota,Southern,4042,8662,12704,161680,346480,508160
3/9/2025,Nimal Abesekara,Hambantota,Hambantota,Southern,8526,5877,14403,341040,235080,576120
3/10/2025,Nimal Abesekara,Hambantota,Hambantota,Southern,5954,5708,11662,238160,228320,466480
3/11/2025,Nimal Abesekara,Hambantota,Hambantota,Southern,6237,6886,13123,249480,275440,524920
3/12/2025,Nimal Abesekara,Hambantota,Hambantota,Southern,3870,5924,9794,154800,236960,391760
3/13/2025,Nimal Abesekara,Hambantota,Hambantota,Southern,5873,3912,9785,234920,156480,391400
3/14/2025,Nimal Abesekara,Hambantota,Hambantota,Southern,256,1551,1807,10240,62040,72280
3/15/2025,Nimal Abesekara,Hambantota,Hambantota,Southern,3207,8039,11246,128280,321560,449840
3/16/2025,Nimal Abesekara,Hambantota,Hambantota,Southern,5220,6136,11356,208800,245440,454240
3/17/2025,Nimal Abesekara,Hambantota,Hambantota,Southern,8567,4420,12987,342680,176800,519480
3/18/2025,Nimal Abesekara,Hambantota,Hambantota,Southern,230,465,695,9200,18600,27800
3/19/2025,Nimal Abesekara,Hambantota,Hambantota,Southern,8787,4001,12788,351480,160040,511520
3/20/2025,Nimal Abesekara,Hambantota,Hambantota,Southern,9431,3808,13239,377240,152320,529560
3/21/2025,Nimal Abesekara,Hambantota,Hambantota,Southern,3470,3171,6641,138800,126840,265640
3/22/2025,Nimal Abesekara,Hambantota,Hambantota,Southern,4867,7681,12548,194680,307240,501920
3/23/2025,Nimal Abesekara,Hambantota,Hambantota,Southern,1479,3542,5021,59160,141680,200840
3/25/2024,Kamal Sahabandu,Moneragala,Kataragama,Uva,1317,5172,6489,52680,206880,259560
3/26/2024,Kamal Sahabandu,Moneragala,Kataragama,Uva,1653,3008,4661,66120,120320,186440
3/27/2024,Kamal Sahabandu,Moneragala,Kataragama,Uva,2843,2615,5458,113720,104600,218320
3/28/2024,Kamal Sahabandu,Moneragala,Kataragama,Uva,3323,3367,6690,132920,134680,267600
3/29/2024,Kamal Sahabandu,Moneragala,Kataragama,Uva,1385,4088,5473,55400,163520,218920
3/30/2024,Kamal Sahabandu,Moneragala,Kataragama,Uva,4195,7510,11705,167800,300400,468200
3/31/2024,Kamal Sahabandu,Moneragala,Kataragama,Uva,19,4317,4336,760,172680,173440
4/1/2024,Kamal Sahabandu,Moneragala,Kataragama,Uva,9506,5550,15056,380240,222000,602240
4/2/2024,Kamal Sahabandu,Moneragala,Kataragama,Uva,6921,2101,9022,276840,84040,360880
4/3/2024,Kamal Sahabandu,Moneragala,Kataragama,Uva,54,3747,3801,2160,149880,152040
4/4/2024,Kamal Sahabandu,Moneragala,Kataragama,Uva,659,1931,2590,26360,77240,103600
4/5/2024,Kamal Sahabandu,Moneragala,Kataragama,Uva,5164,3689,8853,206560,147560,354120
4/6/2024,Kamal Sahabandu,Moneragala,Kataragama,Uva,4720,4653,9373,188800,186120,374920
4/7/2024,Kamal Sahabandu,Moneragala,Kataragama,Uva,8251,7087,15338,330040,283480,613520
4/8/2024,Kamal Sahabandu,Moneragala,Kataragama,Uva,165,9395,9560,6600,375800,382400
4/9/2024,Kamal Sahabandu,Moneragala,Kataragama,Uva,7651,6402,14053,306040,256080,562120
4/10/2024,Kamal Sahabandu,Moneragala,Kataragama,Uva,3477,5063,8540,139080,202520,341600
4/11/2024,Kamal Sahabandu,Moneragala,Kataragama,Uva,4278,4561,8839,171120,182440,353560
4/19/2024,Kamal Sahabandu,Moneragala,Kataragama,Uva,8760,6025,14785,350400,241000,591400
4/20/2024,Kamal Sahabandu,Moneragala,Kataragama,Uva,8230,3215,11445,329200,128600,457800
4/21/2024,Kamal Sahabandu,Moneragala,Kataragama,Uva,8963,9545,18508,358520,381800,740320
4/22/2024,Kamal Sahabandu,Moneragala,Kataragama,Uva,1699,5458,7157,67960,218320,286280
4/23/2024,Kamal Sahabandu,Moneragala,Kataragama,Uva,6116,9891,16007,244640,395640,640280
4/24/2024,Kamal Sahabandu,Moneragala,Kataragama,Uva,9297,5992,15289,371880,239680,611560
4/25/2024,Kamal Sahabandu,Moneragala,Kataragama,Uva,8978,6116,15094,359120,244640,603760
4/26/2024,Kamal Sahabandu,Moneragala,Kataragama,Uva,6429,6838,13267,257160,273520,530680
4/27/2024,Kamal Sahabandu,Moneragala,Kataragama,Uva,3116,2442,5558,124640,97680,222320
4/28/2024,Kamal Sahabandu,Moneragala,Kataragama,Uva,689,1252,1941,27560,50080,77640
4/29/2024,Kamal Sahabandu,Moneragala,Kataragama,Uva,8188,6210,14398,327520,248400,575920
4/30/2024,Kamal Sahabandu,Moneragala,Kataragama,Uva,7054,8185,15239,282160,327400,609560
5/1/2024,Kamal Sahabandu,Moneragala,Kataragama,Uva,2157,951,3108,86280,38040,124320
5/2/2024,Kamal Sahabandu,Moneragala,Kataragama,Uva,9096,4017,13113,363840,160680,524520
5/3/2024,Kamal Sahabandu,Moneragala,Kataragama,Uva,5236,3712,8948,209440,148480,357920
5/4/2024,Kamal Sahabandu,Moneragala,Kataragama,Uva,3784,7511,11295,151360,300440,451800
5/5/2024,Kamal Sahabandu,Moneragala,Kataragama,Uva,4514,4734,9248,180560,189360,369920
5/6/2024,Kamal Sahabandu,Moneragala,Kataragama,Uva,2804,8160,10964,112160,326400,438560
5/7/2024,Kamal Sahabandu,Moneragala,Kataragama,Uva,9238,7318,16556,369520,292720,662240
5/8/2024,Kamal Sahabandu,Moneragala,Kataragama,Uva,4002,4615,8617,160080,184600,344680
5/9/2024,Kamal Sahabandu,Moneragala,Kataragama,Uva,9179,6142,15321,367160,245680,612840
5/10/2024,Kamal Sahabandu,Moneragala,Kataragama,Uva,3433,3072,6505,137320,122880,260200
5/11/2024,Kamal Sahabandu,Moneragala,Kataragama,Uva,7399,9204,16603,295960,368160,664120
5/12/2024,Kamal Sahabandu,Moneragala,Kataragama,Uva,1012,1767,2779,40480,70680,111160
5/13/2024,Kamal Sahabandu,Moneragala,Kataragama,Uva,2932,2220,5152,117280,88800,206080
5/14/2024,Kamal Sahabandu,Moneragala,Kataragama,Uva,2056,9135,11191,82240,365400,447640
5/15/2024,Kamal Sahabandu,Moneragala,Kataragama,Uva,1393,9680,11073,55720,387200,442920
5/16/2024,Kamal Sahabandu,Moneragala,Kataragama,Uva,5445,6919,12364,217800,276760,494560
5/17/2024,Kamal Sahabandu,Moneragala,Kataragama,Uva,5180,3563,8743,207200,142520,349720
5/18/2024,Kamal Sahabandu,Moneragala,Kataragama,Uva,851,9314,10165,34040,372560,406600
5/19/2024,Kamal Sahabandu,Moneragala,Kataragama,Uva,5603,2083,7686,224120,83320,307440
5/20/2024,Kamal Sahabandu,Moneragala,Kataragama,Uva,5690,6300,11990,227600,252000,479600
5/21/2024,Kamal Sahabandu,Moneragala,Kataragama,Uva,2164,2709,4873,86560,108360,194920
5/22/2024,Kamal Sahabandu,Moneragala,Kataragama,Uva,5088,1600,6688,203520,64000,267520
5/24/2024,Kamal Sahabandu,Moneragala,Kataragama,Uva,7560,4621,12181,302400,184840,487240
5/25/2024,Kamal Sahabandu,Moneragala,Kataragama,Uva,5280,7593,12873,211200,303720,514920
5/26/2024,Kamal Sahabandu,Moneragala,Kataragama,Uva,8339,5425,13764,333560,217000,550560
5/27/2024,Kamal Sahabandu,Moneragala,Kataragama,Uva,9929,9148,19077,397160,365920,763080
5/28/2024,Kamal Sahabandu,Moneragala,Kataragama,Uva,9681,3551,13232,387240,142040,529280
5/29/2024,Kamal Sahabandu,Moneragala,Kataragama,Uva,4269,1003,5272,170760,40120,210880
5/30/2024,Kamal Sahabandu,Moneragala,Kataragama,Uva,9228,3829,13057,369120,153160,522280
5/31/2024,Kamal Sahabandu,Moneragala,Kataragama,Uva,7461,1839,9300,298440,73560,372000
6/1/2024,Kamal Sahabandu,Moneragala,Kataragama,Uva,1928,9299,11227,77120,371960,449080
6/2/2024,Kamal Sahabandu,Moneragala,Kataragama,Uva,9537,5073,14610,381480,202920,584400
6/3/2024,Kamal Sahabandu,Moneragala,Kataragama,Uva,9522,9037,18559,380880,361480,742360
6/4/2024,Kamal Sahabandu,Moneragala,Kataragama,Uva,2201,2565,4766,88040,102600,190640
6/5/2024,Kamal Sahabandu,Moneragala,Kataragama,Uva,1579,9501,11080,63160,380040,443200
6/6/2024,Kamal Sahabandu,Moneragala,Kataragama,Uva,8643,5068,13711,345720,202720,548440
6/7/2024,Kamal Sahabandu,Moneragala,Kataragama,Uva,3722,2820,6542,148880,112800,261680
6/8/2024,Kamal Sahabandu,Moneragala,Kataragama,Uva,7691,6751,14442,307640,270040,577680
6/9/2024,Kamal Sahabandu,Moneragala,Kataragama,Uva,3833,6505,10338,153320,260200,413520
6/10/2024,Kamal Sahabandu,Moneragala,Kataragama,Uva,7982,7083,15065,319280,283320,602600
6/11/2024,Kamal Sahabandu,Moneragala,Kataragama,Uva,6696,2654,9350,267840,106160,374000
6/12/2024,Kamal Sahabandu,Moneragala,Kataragama,Uva,7196,9076,16272,287840,363040,650880
6/13/2024,Kamal Sahabandu,Moneragala,Kataragama,Uva,4799,3464,8263,191960,138560,330520
6/14/2024,Kamal Sahabandu,Moneragala,Kataragama,Uva,6550,5458,12008,262000,218320,480320
6/15/2024,Kamal Sahabandu,Moneragala,Kataragama,Uva,3368,3837,7205,134720,153480,288200
6/16/2024,Kamal Sahabandu,Moneragala,Kataragama,Uva,4886,9622,14508,195440,384880,580320
6/17/2024,Kamal Sahabandu,Moneragala,Kataragama,Uva,8735,6524,15259,349400,260960,610360
6/18/2024,Kamal Sahabandu,Moneragala,Kataragama,Uva,1088,8373,9461,43520,334920,378440
6/19/2024,Kamal Sahabandu,Moneragala,Kataragama,Uva,135,7243,7378,5400,289720,295120
6/20/2024,Kamal Sahabandu,Moneragala,Kataragama,Uva,5720,3643,9363,228800,145720,374520
6/21/2024,Kamal Sahabandu,Moneragala,Kataragama,Uva,3162,852,4014,126480,34080,160560
6/22/2024,Kamal Sahabandu,Moneragala,Kataragama,Uva,3310,8487,11797,132400,339480,471880
6/23/2024,Kamal Sahabandu,Moneragala,Kataragama,Uva,2665,7248,9913,106600,289920,396520
6/24/2024,Kamal Sahabandu,Moneragala,Kataragama,Uva,8137,1841,9978,325480,73640,399120
6/25/2024,Kamal Sahabandu,Moneragala,Kataragama,Uva,2974,1140,4114,118960,45600,164560
6/26/2024,Kamal Sahabandu,Moneragala,Kataragama,Uva,6148,4068,10216,245920,162720,408640
6/27/2024,Kamal Sahabandu,Moneragala,Kataragama,Uva,7613,5597,13210,304520,223880,528400
6/28/2024,Kamal Sahabandu,Moneragala,Kataragama,Uva,6512,7387,13899,260480,295480,555960
6/29/2024,Kamal Sahabandu,Moneragala,Kataragama,Uva,2029,8022,10051,81160,320880,402040
6/30/2024,Kamal Sahabandu,Moneragala,Kataragama,Uva,889,7743,8632,35560,309720,345280
7/1/2024,Kamal Sahabandu,Moneragala,Kataragama,Uva,7305,7272,14577,292200,290880,583080
7/2/2024,Kamal Sahabandu,Moneragala,Kataragama,Uva,6807,5852,12659,272280,234080,506360
7/3/2024,Kamal Sahabandu,Moneragala,Kataragama,Uva,1154,8167,9321,46160,326680,372840
7/4/2024,Kamal Sahabandu,Moneragala,Kataragama,Uva,3534,1142,4676,141360,45680,187040
7/5/2024,Kamal Sahabandu,Moneragala,Kataragama,Uva,4477,9719,14196,179080,388760,567840
7/6/2024,Kamal Sahabandu,Moneragala,Kataragama,Uva,8832,6785,15617,353280,271400,624680
7/7/2024,Kamal Sahabandu,Moneragala,Kataragama,Uva,5955,5679,11634,238200,227160,465360
7/8/2024,Kamal Sahabandu,Moneragala,Kataragama,Uva,8253,6487,14740,330120,259480,589600
7/9/2024,Kamal Sahabandu,Moneragala,Kataragama,Uva,2057,7273,9330,82280,290920,373200
7/10/2024,Kamal Sahabandu,Moneragala,Kataragama,Uva,7597,53,7650,303880,2120,306000
7/11/2024,Kamal Sahabandu,Moneragala,Kataragama,Uva,4967,9681,14648,198680,387240,585920
7/12/2024,Kamal Sahabandu,Moneragala,Kataragama,Uva,5866,720,6586,234640,28800,263440
7/13/2024,Kamal Sahabandu,Moneragala,Kataragama,Uva,3761,5372,9133,150440,214880,365320
7/14/2024,Kamal Sahabandu,Moneragala,Kataragama,Uva,166,2104,2270,6640,84160,90800
7/15/2024,Kamal Sahabandu,Moneragala,Kataragama,Uva,1769,3620,5389,70760,144800,215560
7/16/2024,Kamal Sahabandu,Moneragala,Kataragama,Uva,9281,7899,17180,371240,315960,687200
7/17/2024,Kamal Sahabandu,Moneragala,Kataragama,Uva,4153,9215,13368,166120,368600,534720
7/18/2024,Kamal Sahabandu,Moneragala,Kataragama,Uva,9803,8316,18119,392120,332640,724760
7/19/2024,Kamal Sahabandu,Moneragala,Kataragama,Uva,9649,2734,12383,385960,109360,495320
7/20/2024,Kamal Sahabandu,Moneragala,Kataragama,Uva,543,2622,3165,21720,104880,126600
7/21/2024,Kamal Sahabandu,Moneragala,Kataragama,Uva,6849,9153,16002,273960,366120,640080
7/22/2024,Kamal Sahabandu,Moneragala,Kataragama,Uva,3768,4413,8181,150720,176520,327240
7/23/2024,Kamal Sahabandu,Moneragala,Kataragama,Uva,1627,8462,10089,65080,338480,403560
7/24/2024,Kamal Sahabandu,Moneragala,Kataragama,Uva,5824,2168,7992,232960,86720,319680
7/25/2024,Kamal Sahabandu,Moneragala,Kataragama,Uva,5479,9123,14602,219160,364920,584080
7/26/2024,Kamal Sahabandu,Moneragala,Kataragama,Uva,9429,1558,10987,377160,62320,439480
7/27/2024,Kamal Sahabandu,Moneragala,Kataragama,Uva,1970,1374,3344,78800,54960,133760
7/28/2024,Kamal Sahabandu,Moneragala,Kataragama,Uva,6756,818,7574,270240,32720,302960
7/29/2024,Kamal Sahabandu,Moneragala,Kataragama,Uva,6177,9378,15555,247080,375120,622200
7/30/2024,Kamal Sahabandu,Moneragala,Kataragama,Uva,6775,4172,10947,271000,166880,437880
7/31/2024,Kamal Sahabandu,Moneragala,Kataragama,Uva,1086,6807,7893,43440,272280,315720
8/1/2024,Kamal Sahabandu,Moneragala,Kataragama,Uva,7220,4395,11615,288800,175800,464600
8/2/2024,Kamal Sahabandu,Moneragala,Kataragama,Uva,7725,90,7815,309000,3600,312600
8/3/2024,Kamal Sahabandu,Moneragala,Kataragama,Uva,710,9333,10043,28400,373320,401720
8/4/2024,Kamal Sahabandu,Moneragala,Kataragama,Uva,9299,8320,17619,371960,332800,704760
8/5/2024,Kamal Sahabandu,Moneragala,Kataragama,Uva,9040,2542,11582,361600,101680,463280
8/6/2024,Kamal Sahabandu,Moneragala,Kataragama,Uva,4602,1775,6377,184080,71000,255080
8/7/2024,Kamal Sahabandu,Moneragala,Kataragama,Uva,2546,8054,10600,101840,322160,424000
8/8/2024,Kamal Sahabandu,Moneragala,Kataragama,Uva,7871,5917,13788,314840,236680,551520
8/9/2024,Kamal Sahabandu,Moneragala,Kataragama,Uva,2623,1793,4416,104920,71720,176640
8/10/2024,Kamal Sahabandu,Moneragala,Kataragama,Uva,6007,8689,14696,240280,347560,587840
8/11/2024,Kamal Sahabandu,Moneragala,Kataragama,Uva,448,2616,3064,17920,104640,122560
8/12/2024,Kamal Sahabandu,Moneragala,Kataragama,Uva,3719,1924,5643,148760,76960,225720
8/13/2024,Kamal Sahabandu,Moneragala,Kataragama,Uva,1354,7575,8929,54160,303000,357160
8/14/2024,Kamal Sahabandu,Moneragala,Kataragama,Uva,3367,8883,12250,134680,355320,490000
8/15/2024,Kamal Sahabandu,Moneragala,Kataragama,Uva,8189,679,8868,327560,27160,354720
